data,casos_acumulados,casos_novos,obitos_acumulados,obitos_novos,rolling_mean_casos_novos,rolling_mean_casos,rolling_mean_obitos_acumulados,rolling_mean_obitos_novos,casos_ativos
2020-02-26,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-27,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28,1,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
2020-02-29,2,1.0,0,0.0,0.3333333333333333,1.3333333333333333,0.0,0.0,0.0
2020-03-01,2,0.0,0,0.0,0.3333333333333333,1.6666666666666667,0.0,0.0,0.0
2020-03-02,2,0.0,0,0.0,0.3333333333333333,2.0,0.0,0.0,0.0
2020-03-03,2,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0
2020-03-04,4,2.0,0,0.0,0.6666666666666666,2.6666666666666665,0.0,0.0,0.0
2020-03-05,4,0.0,0,0.0,0.6666666666666666,3.3333333333333335,0.0,0.0,0.0
2020-03-06,13,9.0,0,0.0,3.6666666666666665,7.0,0.0,0.0,0.0
2020-03-07,13,0.0,0,0.0,3.0,10.0,0.0,0.0,12.0
2020-03-08,20,7.0,0,0.0,5.333333333333333,15.333333333333334,0.0,0.0,19.0
2020-03-09,25,5.0,0,0.0,4.0,19.333333333333332,0.0,0.0,24.0
2020-03-10,31,6.0,0,0.0,6.0,25.333333333333332,0.0,0.0,29.0
2020-03-11,38,7.0,0,0.0,6.0,31.333333333333332,0.0,0.0,36.0
2020-03-12,52,14.0,0,0.0,9.0,40.333333333333336,0.0,0.0,50.0
2020-03-13,151,99.0,0,0.0,40.0,80.33333333333333,0.0,0.0,149.0
2020-03-14,151,0.0,0,0.0,37.666666666666664,118.0,0.0,0.0,147.0
2020-03-15,162,11.0,0,0.0,36.666666666666664,154.66666666666666,0.0,0.0,158.0
2020-03-16,200,38.0,0,0.0,16.333333333333332,171.0,0.0,0.0,187.0
2020-03-17,321,121.0,1,1.0,56.666666666666664,227.66666666666666,0.3333333333333333,0.3333333333333333,308.0
2020-03-18,372,51.0,3,2.0,70.0,297.6666666666667,1.3333333333333333,1.0,352.0
2020-03-19,621,249.0,6,3.0,140.33333333333334,438.0,3.3333333333333335,2.0,596.0
2020-03-20,793,172.0,11,5.0,157.33333333333334,595.3333333333334,6.666666666666667,3.3333333333333335,762.0
2020-03-21,1021,228.0,15,4.0,216.33333333333334,811.6666666666666,10.666666666666666,4.0,983.0
2020-03-22,1546,525.0,25,10.0,308.3333333333333,1120.0,17.0,6.333333333333333,1494.0
2020-03-23,1924,378.0,34,9.0,377.0,1497.0,24.666666666666668,7.666666666666667,1773.0
2020-03-24,2247,323.0,46,12.0,408.6666666666667,1905.6666666666667,35.0,10.333333333333334,2096.0
2020-03-25,2554,307.0,59,13.0,336.0,2241.6666666666665,46.333333333333336,11.333333333333334,2392.0
2020-03-26,2985,431.0,77,18.0,353.6666666666667,2595.3333333333335,60.666666666666664,14.333333333333334,2785.0
2020-03-27,3417,432.0,92,15.0,390.0,2985.3333333333335,76.0,15.333333333333334,3096.0
2020-03-28,3904,487.0,111,19.0,450.0,3435.3333333333335,93.33333333333333,17.333333333333332,3532.0
2020-03-29,4256,352.0,136,25.0,423.6666666666667,3859.0,113.0,19.666666666666668,3635.0
2020-03-30,4579,323.0,159,23.0,387.3333333333333,4246.333333333333,135.33333333333334,22.333333333333332,3786.0
2020-03-31,5717,1138.0,201,42.0,604.3333333333334,4850.666666666667,165.33333333333334,30.0,4696.0
2020-04-01,6836,1119.0,240,39.0,860.0,5710.666666666667,200.0,34.666666666666664,5290.0
2020-04-02,8044,1208.0,324,84.0,1155.0,6865.666666666667,255.0,55.0,6120.0
2020-04-03,9056,1012.0,359,35.0,1113.0,7978.666666666667,307.6666666666667,52.666666666666664,6809.0
2020-04-04,10360,1304.0,445,86.0,1174.6666666666667,9153.333333333334,376.0,68.33333333333333,7806.0
2020-04-05,11130,770.0,486,41.0,1028.6666666666667,10182.0,430.0,54.0,8145.0
2020-04-06,12161,1031.0,564,78.0,1035.0,11217.0,498.3333333333333,68.33333333333333,8744.0
2020-04-07,14034,1873.0,686,122.0,1224.6666666666667,12441.666666666666,578.6666666666666,80.33333333333333,10130.0
2020-04-08,16170,2136.0,819,133.0,1680.0,14121.666666666666,689.6666666666666,111.0,11914.0
2020-04-09,18092,1922.0,950,131.0,1977.0,16098.666666666666,818.3333333333334,128.66666666666666,13513.0
2020-04-10,19638,1546.0,1057,107.0,1868.0,17966.666666666668,942.0,123.66666666666667,13921.0
2020-04-11,20727,1089.0,1124,67.0,1519.0,19485.666666666668,1043.6666666666667,101.66666666666667,13891.0
2020-04-12,22192,1465.0,1223,99.0,1366.6666666666667,20852.333333333332,1134.6666666666667,91.0,14148.0
2020-04-13,23430,1238.0,1328,105.0,1264.0,22116.333333333332,1225.0,90.33333333333333,14374.0
2020-04-14,25262,1832.0,1532,204.0,1511.6666666666667,23628.0,1361.0,136.0,14902.0
2020-04-15,28320,3058.0,1736,204.0,2042.6666666666667,25670.666666666668,1532.0,171.0,17190.0
2020-04-16,30425,2105.0,1924,188.0,2331.6666666666665,28002.333333333332,1730.6666666666667,198.66666666666666,18264.0
2020-04-17,33682,3257.0,2141,217.0,2806.6666666666665,30809.0,1933.6666666666667,203.0,19648.0
2020-04-18,36658,2976.0,2354,213.0,2779.3333333333335,33588.333333333336,2139.6666666666665,206.0,20488.0
2020-04-19,38654,1996.0,2462,108.0,2743.0,36331.333333333336,2319.0,179.33333333333334,20562.0
2020-04-20,40743,2089.0,2587,125.0,2353.6666666666665,38685.0,2467.6666666666665,148.66666666666666,21105.0
2020-04-21,43079,2336.0,2741,154.0,2140.3333333333335,40825.333333333336,2596.6666666666665,129.0,22352.0
2020-04-22,45757,2678.0,2906,165.0,2367.6666666666665,43193.0,2744.6666666666665,148.0,23565.0
2020-04-23,50036,4279.0,3331,425.0,3097.6666666666665,46290.666666666664,2992.6666666666665,248.0,26606.0
2020-04-24,54043,4007.0,3704,373.0,3654.6666666666665,49945.333333333336,3313.6666666666665,321.0,28781.0
2020-04-25,59324,5281.0,4057,353.0,4522.333333333333,54467.666666666664,3697.3333333333335,383.6666666666667,31004.0
2020-04-26,63100,3776.0,4286,229.0,4354.666666666667,58822.333333333336,4015.6666666666665,318.3333333333333,32675.0
2020-04-27,67446,4346.0,4603,317.0,4467.666666666667,63290.0,4315.333333333333,299.6666666666667,33764.0
2020-04-28,73235,5789.0,5083,480.0,4637.0,67927.0,4657.333333333333,342.0,36577.0
2020-04-29,79685,6450.0,5513,430.0,5528.333333333333,73455.33333333333,5066.333333333333,409.0,41031.0
2020-04-30,87187,7502.0,6006,493.0,6580.333333333333,80035.66666666667,5534.0,467.6666666666667,46444.0
2020-05-01,92202,5015.0,6412,406.0,6322.333333333333,86358.0,5977.0,443.0,49123.0
2020-05-02,97100,4898.0,6761,349.0,5805.0,92163.0,6393.0,416.0,51343.0
2020-05-03,101826,4726.0,7051,290.0,4879.666666666667,97042.66666666667,6741.333333333333,348.3333333333333,51790.0
2020-05-04,108620,6794.0,7367,316.0,5472.666666666667,102515.33333333333,7059.666666666667,318.3333333333333,54577.0
2020-05-05,115455,6835.0,7938,571.0,6118.333333333333,108633.66666666667,7452.0,392.3333333333333,56131.0
2020-05-06,126611,11156.0,8588,650.0,8261.666666666666,116895.33333333333,7964.333333333333,512.3333333333334,63511.0
2020-05-07,135773,9162.0,9190,602.0,9051.0,125946.33333333333,8572.0,607.6666666666666,68327.0
2020-05-08,146894,11121.0,10017,827.0,10479.666666666666,136426.0,9265.0,693.0,73659.0
2020-05-09,156061,9167.0,10656,639.0,9816.666666666666,146242.66666666666,9954.333333333334,689.3333333333334,76376.0
2020-05-10,162699,6638.0,11123,467.0,8975.333333333334,155218.0,10598.666666666666,644.3333333333334,75512.0
2020-05-11,169594,6895.0,11653,530.0,7566.666666666667,162784.66666666666,11144.0,545.3333333333334,77392.0
2020-05-12,178214,8620.0,12461,808.0,7384.333333333333,170169.0,11745.666666666666,601.6666666666666,81114.0
2020-05-13,190137,11923.0,13240,779.0,9146.0,179315.0,12451.333333333334,705.6666666666666,88311.0
2020-05-14,203165,13028.0,13999,759.0,11190.333333333334,190505.33333333334,13233.333333333334,782.0,94545.0
2020-05-15,220291,17126.0,14962,963.0,14025.666666666666,204531.0,14067.0,833.6666666666666,104836.0
2020-05-16,233511,13220.0,15662,700.0,14458.0,218989.0,14874.333333333334,807.3333333333334,106900.0
2020-05-17,241080,7569.0,16118,456.0,12638.333333333334,231627.33333333334,15580.666666666666,706.3333333333334,105307.0
2020-05-18,255368,14288.0,16853,735.0,11692.333333333334,243319.66666666666,16211.0,630.3333333333334,108474.0
2020-05-19,271885,16517.0,17983,1130.0,12791.333333333334,256111.0,16984.666666666668,773.6666666666666,115824.0
2020-05-20,291579,19694.0,18859,876.0,16833.0,272944.0,17898.333333333332,913.6666666666666,128880.0
2020-05-21,310087,18508.0,20047,1188.0,18239.666666666668,291183.6666666667,18963.0,1064.6666666666667,140493.0
2020-05-22,330890,20803.0,21048,1001.0,19668.333333333332,310852.0,19984.666666666668,1021.6666666666666,152676.0
2020-05-23,347398,16508.0,22013,965.0,18606.333333333332,329458.3333333333,21036.0,1051.3333333333333,157261.0
2020-05-24,363211,15813.0,22666,653.0,17708.0,347166.3333333333,21909.0,873.0,160046.0
2020-05-25,374898,11687.0,23473,807.0,14669.333333333334,361835.6666666667,22717.333333333332,808.3333333333334,154607.0
2020-05-26,391222,16324.0,24512,1039.0,14608.0,376443.6666666667,23550.333333333332,833.0,157711.0
2020-05-27,411821,20599.0,25598,1086.0,16203.333333333334,392647.0,24527.666666666668,977.3333333333334,170741.0
2020-05-28,438238,26417.0,26754,1156.0,21113.333333333332,413760.3333333333,25621.333333333332,1093.6666666666667,182870.0
2020-05-29,465166,26928.0,27878,1124.0,24648.0,438408.3333333333,26743.333333333332,1122.0,193281.0
2020-05-30,498440,33274.0,28834,956.0,28873.0,467281.3333333333,27822.0,1078.6666666666667,206861.0
2020-05-31,514849,16409.0,29314,480.0,25537.0,492818.3333333333,28675.333333333332,853.3333333333334,204762.0
2020-06-01,526447,11598.0,29937,623.0,20427.0,513245.3333333333,29361.666666666668,686.3333333333334,195557.0
2020-06-02,555383,28936.0,31199,1262.0,18981.0,532226.3333333334,30150.0,788.3333333333334,207985.0
2020-06-03,584016,28633.0,32548,1349.0,23055.666666666668,555282.0,31228.0,1078.0,220805.0
2020-06-04,614941,30925.0,34021,1473.0,29498.0,584780.0,32589.333333333332,1361.3333333333333,240043.0
2020-06-05,645771,30830.0,35026,1005.0,30129.333333333332,614909.3333333334,33865.0,1275.6666666666667,254549.0
2020-06-06,672846,27075.0,35930,904.0,29610.0,644519.3333333334,34992.333333333336,1127.3333333333333,261025.0
2020-06-07,691758,18912.0,36455,525.0,25605.666666666668,670125.0,35803.666666666664,811.3333333333334,253520.0
2020-06-08,707412,15654.0,37134,679.0,20547.0,690672.0,36506.333333333336,702.6666666666666,242246.0
2020-06-09,739503,32091.0,38406,1272.0,22219.0,712891.0,37331.666666666664,825.3333333333334,241063.0
2020-06-10,772416,32913.0,39680,1274.0,26886.0,739777.0,38406.666666666664,1075.0,257567.0
2020-06-11,802828,30412.0,40919,1239.0,31805.333333333332,771582.3333333334,39668.333333333336,1261.6666666666667,276381.0
2020-06-12,828810,25982.0,41828,909.0,29769.0,801351.3333333334,40809.0,1140.6666666666667,273427.0
2020-06-13,850514,21704.0,42720,892.0,26032.666666666668,827384.0,41822.333333333336,1013.3333333333334,266498.0
2020-06-14,867624,17110.0,43332,612.0,21598.666666666668,848982.6666666666,42626.666666666664,804.3333333333334,252683.0
2020-06-15,888271,20647.0,43959,627.0,19820.333333333332,868803.0,43337.0,710.3333333333334,242500.0
2020-06-16,923189,34918.0,45241,1282.0,24225.0,893028.0,44177.333333333336,840.3333333333334,250343.0
2020-06-17,955377,32188.0,46510,1269.0,29251.0,922279.0,45236.666666666664,1059.3333333333333,263619.0
2020-06-18,978142,22765.0,47748,1238.0,29957.0,952236.0,46499.666666666664,1263.0,270730.0
2020-06-19,1032913,54771.0,48954,1206.0,36574.666666666664,988810.6666666666,47737.333333333336,1237.6666666666667,293410.0
2020-06-20,1067579,34666.0,49976,1022.0,37400.666666666664,1026211.3333333334,48892.666666666664,1155.3333333333333,295163.0
2020-06-21,1083341,15762.0,50591,615.0,35066.333333333336,1061277.6666666667,49840.333333333336,947.6666666666666,280513.0
2020-06-22,1106470,23129.0,51271,680.0,24519.0,1085796.6666666667,50612.666666666664,772.3333333333334,277660.0
2020-06-23,1145906,39436.0,52645,1374.0,26109.0,1111905.6666666667,51502.333333333336,889.6666666666666,295392.0
2020-06-24,1188631,42725.0,53830,1185.0,35096.666666666664,1147002.3333333333,52582.0,1079.6666666666667,321007.0
2020-06-25,1228114,39483.0,54971,1141.0,40548.0,1187550.3333333333,53815.333333333336,1233.3333333333333,339843.0
2020-06-26,1274974,46860.0,55961,990.0,43022.666666666664,1230573.0,54920.666666666664,1105.3333333333333,351785.0
2020-06-27,1313667,38693.0,57070,1109.0,41678.666666666664,1272251.6666666667,56000.666666666664,1080.0,358290.0
2020-06-28,1344143,30476.0,57622,552.0,38676.333333333336,1310928.0,56884.333333333336,883.6666666666666,366001.0
2020-06-29,1368195,24052.0,58314,692.0,31073.666666666668,1342001.6666666667,57668.666666666664,784.3333333333334,335282.0
2020-06-30,1402041,33846.0,59594,1280.0,29458.0,1371459.6666666667,58510.0,841.3333333333334,334462.0
2020-07-01,1448753,46712.0,60632,1038.0,34870.0,1406329.6666666667,59513.333333333336,1003.3333333333334,365412.0
2020-07-02,1496858,48105.0,61884,1252.0,42887.666666666664,1449217.3333333333,60703.333333333336,1190.0,390388.0
2020-07-03,1539081,42223.0,63174,1290.0,45680.0,1494897.3333333333,61896.666666666664,1193.3333333333333,393175.0
2020-07-04,1577004,37923.0,64265,1091.0,42750.333333333336,1537647.6666666667,63107.666666666664,1211.0,388373.0
2020-07-05,1603055,26051.0,64867,602.0,35399.0,1573046.6666666667,64102.0,994.3333333333334,374941.0
2020-07-06,1623284,20229.0,65487,620.0,28067.666666666668,1601114.3333333333,64873.0,771.0,348310.0
2020-07-07,1668589,45305.0,66741,1254.0,30528.333333333332,1631642.6666666667,65698.33333333333,825.3333333333334,354922.0
2020-07-08,1713160,44571.0,67964,1223.0,36701.666666666664,1668344.3333333333,66730.66666666667,1032.3333333333333,369017.0
2020-07-09,1755779,42619.0,69184,1220.0,44165.0,1712509.3333333333,67963.0,1232.3333333333333,387584.0
2020-07-10,1800827,45048.0,70398,1214.0,44079.333333333336,1756588.6666666667,69182.0,1219.0,398786.0
2020-07-11,1839850,39023.0,71469,1071.0,42230.0,1798818.6666666667,70350.33333333333,1168.3333333333333,391097.0
2020-07-12,1864681,24831.0,72100,631.0,36300.666666666664,1835119.3333333333,71322.33333333333,972.0,367823.0
2020-07-13,1884967,20286.0,72833,733.0,28046.666666666668,1863166.0,72134.0,811.6666666666666,345886.0
2020-07-14,1926824,41857.0,74133,1300.0,28991.333333333332,1892157.3333333333,73022.0,888.0,349820.0
2020-07-15,1966748,39924.0,75366,1233.0,34022.333333333336,1926179.6666666667,74110.66666666667,1088.6666666666667,363693.0
2020-07-16,2012151,45403.0,76688,1322.0,42394.666666666664,1968574.3333333333,75395.66666666667,1285.0,388867.0
2020-07-17,2046328,34177.0,77851,1163.0,39834.666666666664,2008409.0,76635.0,1239.3333333333333,377739.0
2020-07-18,2074860,28532.0,78772,921.0,36037.333333333336,2044446.3333333333,77770.33333333333,1135.3333333333333,361700.0
2020-07-19,2098389,23529.0,79488,716.0,28746.0,2073192.3333333333,78703.66666666667,933.3333333333334,342610.0
2020-07-20,2118646,20257.0,80120,632.0,24106.0,2097298.3333333335,79460.0,756.3333333333334,317819.0
